date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:50:17	191519/191519	---M-Z	200	added ('OK')	text/html	etag:%22ca41933cb1960c37ec5a80c490b5a65f-ssl-df%22	https://babycatgirl.finance/	D:/catgirl/babycatgirl.finance/index.html	(from )
23:50:17	1449/1449	---MCZ	404	error ('Not%20Found')	text/html	etag:1635974615-ssl-df	https://babycatgirl.finance/robots.txt		(from )
23:50:18	442899/442899	---M--	200	added ('OK')	image/png	etag:%2202bb7599b23dd182932cb1b374a161f4-ssl%22	https://babycatgirl.finance/BabyCG%20Icon-03.png	D:/catgirl/babycatgirl.finance/BabyCG%20Icon-03.png	(from https://babycatgirl.finance/)
23:50:19	36488/36488	---MCZ	200	added ('OK')	text/css	etag:%22708cc6684352f8862158474ce0694386-ssl-df%22	https://babycatgirl.finance/hello.css	D:/catgirl/babycatgirl.finance/hello.css	(from https://babycatgirl.finance/)
23:50:19	16896/16896	---M-Z	200	added ('OK')	text/css	etag:%229b1979ca0e694e83e2ffd1faeeb3509f-ssl-df%22	https://babycatgirl.finance/_next/static/css/44e7987b939d333f9e07.css	D:/catgirl/babycatgirl.finance/_next/static/css/44e7987b939d333f9e07.css	(from https://babycatgirl.finance/)
23:50:21	3778/3778	---MCZ	200	added ('OK')	text/css	etag:%22e91d3ba0eda9dc3f7ead605f03e201fd-ssl-df%22	https://babycatgirl.finance/_next/static/css/17597d3694d41727ad30.css	D:/catgirl/babycatgirl.finance/_next/static/css/17597d3694d41727ad30.css	(from https://babycatgirl.finance/)
23:50:21	91434/91434	---MCZ	200	added ('OK')	application/javascript	etag:%22985a299bd8c14f418246a3b1713bc887-ssl-df%22	https://babycatgirl.finance/_next/static/chunks/polyfills-a40ef1678bae11e696dba45124eadd70.js	D:/catgirl/babycatgirl.finance/_next/static/chunks/polyfills-a40ef1678bae11e696dba45124eadd70.js	(from https://babycatgirl.finance/)
23:50:22	4135/4135	---M-Z	200	added ('OK')	application/javascript	etag:%22205f9a05c574df6b8269fe9776270f86-ssl-df%22	https://babycatgirl.finance/_next/static/chunks/webpack-f9978f8a7f8186f7127f.js	D:/catgirl/babycatgirl.finance/_next/static/chunks/webpack-f9978f8a7f8186f7127f.js	(from https://babycatgirl.finance/)
23:50:24	131670/131670	---MCZ	200	added ('OK')	application/javascript	etag:%222acd926c75ee01a4e1915419376656c2-ssl-df%22	https://babycatgirl.finance/_next/static/chunks/framework-797e445d5c1eeaf950e4.js	D:/catgirl/babycatgirl.finance/_next/static/chunks/framework-797e445d5c1eeaf950e4.js	(from https://babycatgirl.finance/)
23:50:24	77535/77535	---MCZ	200	added ('OK')	application/javascript	etag:%22aefb089a73aaaf3fef2891d99852c60e-ssl-df%22	https://babycatgirl.finance/_next/static/chunks/main-8f314cf484d4faab4517.js	D:/catgirl/babycatgirl.finance/_next/static/chunks/main-8f314cf484d4faab4517.js	(from https://babycatgirl.finance/)
